id_persona,activ_econo,meses_alta
100522,Grupo_15,122
131171,Grupo_11,154
199808,Grupo_04,105
239742,Grupo_11,67
239368,Grupo_15,24
239612,Grupo_15,90
62209,Grupo_15,171
107898,Grupo_07,31
21854,Grupo_11,475
149411,Grupo_15,68
30242,Grupo_11,119
95373,Grupo_09,215
25934,Grupo_11,181
218756,Grupo_15,73
216065,Grupo_15,31
182218,Grupo_11,94
156139,Grupo_11,72
79305,Grupo_11,248
122400,Grupo_15,214
54382,Grupo_11,206
177865,Grupo_15,140
45122,Grupo_15,165
177135,Grupo_15,107
66965,Grupo_08,56
201135,Grupo_15,15
148595,Grupo_14,189
136411,Grupo_07,204
99895,Grupo_11,196
73224,Grupo_14,278
161035,Grupo_11,70
25790,Grupo_07,60
233908,Grupo_11,47
88434,Grupo_14,239
7478,Grupo_11,33
231871,Grupo_15,77
192308,Grupo_11,56
100169,Grupo_12,201
59425,Grupo_11,201
154308,Grupo_07,28
5268,Grupo_11,59
26843,Grupo_11,268
27678,Grupo_07,207
92922,Grupo_07,131
39822,Grupo_07,114
64952,Grupo_15,150
129941,Grupo_11,178
124335,Grupo_11,76
35105,Grupo_15,61
47548,Grupo_11,170
74451,Grupo_11,19
39708,Grupo_15,206
74042,Grupo_11,249
165304,Grupo_11,135
77968,Grupo_07,41
240212,Grupo_11,60
106184,Grupo_13,66
163885,Grupo_15,92
32268,Grupo_15,48
125885,Grupo_07,40
89385,Grupo_11,44
8155,Grupo_11,56
220224,Grupo_15,47
21735,Grupo_11,273
215105,Grupo_15,80
102148,Grupo_15,145
68718,Grupo_07,77
46611,Grupo_11,263
22838,Grupo_15,182
163611,Grupo_15,165
89008,Grupo_11,193
161767,Grupo_15,112
202624,Grupo_07,36
5512,Grupo_07,213
17755,Grupo_11,217
140798,Grupo_11,154
133608,Grupo_15,126
131385,Grupo_07,95
167071,Grupo_15,124
43382,Grupo_11,237
121295,Grupo_15,191
15118,Grupo_15,25
146065,Grupo_15,118
175384,Grupo_07,118
32405,Grupo_07,293
119454,Grupo_11,170
152378,Grupo_15,144
26295,Grupo_07,356
97022,Grupo_15,197
98595,Grupo_15,146
239765,Grupo_15,38
177137,Grupo_07,50
134085,Grupo_11,131
219297,Grupo_15,62
173525,Grupo_15,38
82056,Grupo_06,264
165342,Grupo_11,141
21530,Grupo_15,220
31672,Grupo_15,304
5547,Grupo_13,168
220755,Grupo_15,19
241794,Grupo_11,63
119600,Grupo_15,34
76255,Grupo_07,50
154568,Grupo_11,59
151198,Grupo_13,94
33225,Grupo_15,120
25,Grupo_15,169
102537,Grupo_08,27
60285,Grupo_11,148
30798,Grupo_04,32
33684,Grupo_07,24
82848,Grupo_08,132
2752,Grupo_12,163
102935,Grupo_15,87
193441,Grupo_11,74
111805,Grupo_15,112
126797,Grupo_07,26
25712,Grupo_07,172
158767,Grupo_07,113
185555,Grupo_07,36
62456,Grupo_14,253
12255,Grupo_15,39
194341,Grupo_14,16
144522,Grupo_15,144
236182,Grupo_15,28
140205,Grupo_14,184
114647,Grupo_11,175
241169,Grupo_15,63
137655,Grupo_07,174
108585,Grupo_11,201
111468,Grupo_13,167
173198,Grupo_15,123
31298,Grupo_11,80
38372,Grupo_11,185
100725,Grupo_11,219
29538,Grupo_11,126
213498,Grupo_15,100
1384,Grupo_11,165
168268,Grupo_11,85
88621,Grupo_07,8
92330,Grupo_11,43
215821,Grupo_07,72
125243,Grupo_11,143
200151,Grupo_15,76
26542,Grupo_11,307
169917,Grupo_04,100
254138,Grupo_07,64
141098,Grupo_15,73
7008,Grupo_11,129
121564,Grupo_15,163
242485,Grupo_15,60
150167,Grupo_15,92
198898,Grupo_15,59
128807,Grupo_15,162
148798,Grupo_11,189
238454,Grupo_15,16
239825,Grupo_15,29
17284,Grupo_11,191
76408,Grupo_07,95
19108,Grupo_11,119
34808,Grupo_07,41
252125,Grupo_15,42
40494,Grupo_15,218
60926,Grupo_11,193
199405,Grupo_08,120
85197,Grupo_11,339
58748,Grupo_11,154
89737,Grupo_07,119
205205,Grupo_15,27
164405,Grupo_15,113
28778,Grupo_15,130
229509,Grupo_15,67
205442,Grupo_15,84
3442,Grupo_07,143
174307,Grupo_15,123
118355,Grupo_11,49
238408,Grupo_11,52
50617,Grupo_11,227
22173,Grupo_09,174
28517,Grupo_07,115
148205,Grupo_15,105
90417,Grupo_11,172
56068,Grupo_11,116
18464,Grupo_15,50
65273,Grupo_11,32
40964,Grupo_11,289
165305,Grupo_11,85
157397,Grupo_15,31
233695,Grupo_15,90
59837,Grupo_15,96
238725,Grupo_15,75
75742,Grupo_11,82
125409,Grupo_08,89
70338,Grupo_07,113
167471,Grupo_15,133
43537,Grupo_04,148
18595,Grupo_11,183
23851,Grupo_11,234
171478,Grupo_11,139
149234,Grupo_15,95
74855,Grupo_07,51
157668,Grupo_11,84
198507,Grupo_15,23
18467,Grupo_11,260
153868,Grupo_13,260
236337,Grupo_15,39
81912,Grupo_07,174
34655,Grupo_15,68
46647,Grupo_11,230
91308,Grupo_11,102
36985,Grupo_11,90
33438,Grupo_13,280
61938,Grupo_15,275
30772,Grupo_14,190
42368,Grupo_07,178
176941,Grupo_11,122
255012,Grupo_12,145
188804,Grupo_11,71
102322,Grupo_07,114
4247,Grupo_09,1
52686,Grupo_15,225
207868,Grupo_07,81
203324,Grupo_11,90
217105,Grupo_15,23
33871,Grupo_15,57
238385,Grupo_15,36
145108,Grupo_15,155
18772,Grupo_11,50
95898,Grupo_07,225
194272,Grupo_11,94
59713,Grupo_07,303
4717,Grupo_11,165
158438,Grupo_15,63
224168,Grupo_15,53
238407,Grupo_07,23
205135,Grupo_15,93
37894,Grupo_11,269
217230,Grupo_15,86
76182,Grupo_15,204
48754,Grupo_11,6
121435,Grupo_15,143
200965,Grupo_15,66
17341,Grupo_07,39
110698,Grupo_11,160
61604,Grupo_13,136
243826,Grupo_15,82
97821,Grupo_07,249
123560,Grupo_15,125
236808,Grupo_15,30
176341,Grupo_15,66
134238,Grupo_13,146
113397,Grupo_11,153
141178,Grupo_11,139
97552,Grupo_14,288
4941,Grupo_15,131
72185,Grupo_15,267
63207,Grupo_12,204
28378,Grupo_14,299
99739,Grupo_11,228
101085,Grupo_15,47
169824,Grupo_15,104
219622,Grupo_07,77
76524,Grupo_07,190
20765,Grupo_09,86
85854,Grupo_11,194
34795,Grupo_07,15
202448,Grupo_11,47
37622,Grupo_04,125
196718,Grupo_15,100
146207,Grupo_11,105
63725,Grupo_07,16
148137,Grupo_11,136
151068,Grupo_15,120
44872,Grupo_07,144
42555,Grupo_07,26
115086,Grupo_11,216
162795,Grupo_15,151
230111,Grupo_11,72
26412,Grupo_11,196
137639,Grupo_11,108
33821,Grupo_11,284
98205,Grupo_15,121
193618,Grupo_15,35
22448,Grupo_11,265
87522,Grupo_07,193
213165,Grupo_15,36
77835,Grupo_14,209
167222,Grupo_07,75
126641,Grupo_07,139
175818,Grupo_14,25
5524,Grupo_11,37
94738,Grupo_11,175
120008,Grupo_11,226
182208,Grupo_11,35
44298,Grupo_11,212
5242,Grupo_11,168
58771,Grupo_07,47
102748,Grupo_15,90
165484,Grupo_15,94
205738,Grupo_15,39
107684,Grupo_13,176
97884,Grupo_07,90
137712,Grupo_15,18
38338,Grupo_15,146
6741,Grupo_15,131
20908,Grupo_11,123
208108,Grupo_15,72
44355,Grupo_09,140
57141,Grupo_11,232
107022,Grupo_08,62
205600,Grupo_15,36
28895,Grupo_07,291
22811,Grupo_11,264
112095,Grupo_11,153
92205,Grupo_02,213
171782,Grupo_11,140
1137,Grupo_13,198
227465,Grupo_07,20
21930,Grupo_07,276
244751,Grupo_15,52
228438,Grupo_15,38
194786,Grupo_15,116
31081,Grupo_15,63
44778,Grupo_14,131
20295,Grupo_13,180
60097,Grupo_14,188
152282,Grupo_11,263
141484,Grupo_11,181
47805,Grupo_15,66
107778,Grupo_15,133
184324,Grupo_15,118
83808,Grupo_08,29
30604,Grupo_11,102
242199,Grupo_15,26
220022,Grupo_15,60
118799,Grupo_15,19
186182,Grupo_09,39
151194,Grupo_07,26
171439,Grupo_11,37
55212,Grupo_13,263
231869,Grupo_11,71
29781,Grupo_14,32
233742,Grupo_15,81
183821,Grupo_11,96
226113,Grupo_15,38
196212,Grupo_15,23
96407,Grupo_15,149
217872,Grupo_15,57
209534,Grupo_11,66
197252,Grupo_15,38
222495,Grupo_15,29
72981,Grupo_15,1
78405,Grupo_11,302
175805,Grupo_08,39
30325,Grupo_11,58
23371,Grupo_07,43
146138,Grupo_11,90
201985,Grupo_08,34
12798,Grupo_04,289
99872,Grupo_07,2
32137,Grupo_15,121
47065,Grupo_11,211
45997,Grupo_15,131
226825,Grupo_15,30
19368,Grupo_15,136
123494,Grupo_14,57
229868,Grupo_15,88
27138,Grupo_15,185
114812,Grupo_07,35
51825,Grupo_15,80
216111,Grupo_15,45
105437,Grupo_11,252
53355,Grupo_04,11
50864,Grupo_15,78
29478,Grupo_04,45
15297,Grupo_11,265
89608,Grupo_15,259
159807,Grupo_09,154
179195,Grupo_11,111
13669,Grupo_11,215
58842,Grupo_15,218
132294,Grupo_15,18
116298,Grupo_15,197
92721,Grupo_11,308
204272,Grupo_15,91
221971,Grupo_15,15
81642,Grupo_04,59
28704,Grupo_07,152
244578,Grupo_15,18
14935,Grupo_11,226
180397,Grupo_15,111
13908,Grupo_11,309
102356,Grupo_15,105
205077,Grupo_15,34
84269,Grupo_07,303
135078,Grupo_11,96
150918,Grupo_11,153
200635,Grupo_12,69
113452,Grupo_15,80
13541,Grupo_15,73
38322,Grupo_11,256
85343,Grupo_15,265
226697,Grupo_15,17
241538,Grupo_15,35
110838,Grupo_11,172
92912,Grupo_11,154
154025,Grupo_07,91
13177,Grupo_14,342
31352,Grupo_15,309
145230,Grupo_15,84
202872,Grupo_15,47
76956,Grupo_07,158
172295,Grupo_15,94
84718,Grupo_11,223
140511,Grupo_15,178
93012,Grupo_11,108
27338,Grupo_11,225
206272,Grupo_11,59
14839,Grupo_07,5
29922,Grupo_15,46
28295,Grupo_11,69
112117,Grupo_04,11
54125,Grupo_11,227
99154,Grupo_13,262
66708,Grupo_13,9
7597,Grupo_14,242
225922,Grupo_15,80
208495,Grupo_15,33
227652,Grupo_11,24
101471,Grupo_11,191
225442,Grupo_15,32
198812,Grupo_15,122
23877,Grupo_07,91
126078,Grupo_15,221
45254,Grupo_15,22
175641,Grupo_11,91
236198,Grupo_15,91
79885,Grupo_11,179
57838,Grupo_11,205
155654,Grupo_15,97
53435,Grupo_09,144
7467,Grupo_11,210
250405,Grupo_15,36
161435,Grupo_01,107
251318,Grupo_08,42
136648,Grupo_15,61
75482,Grupo_15,136
31504,Grupo_11,214
205335,Grupo_15,36
45922,Grupo_11,25
154965,Grupo_15,38
6773,Grupo_07,42
71942,Grupo_07,283
14451,Grupo_15,159
121895,Grupo_07,28
193730,Grupo_15,84
42222,Grupo_11,24
187565,Grupo_15,81
578,Grupo_11,142
60505,Grupo_15,145
31541,Grupo_11,285
187095,Grupo_11,79
116964,Grupo_07,215
162652,Grupo_15,85
153617,Grupo_15,36
243,Grupo_15,48
89535,Grupo_15,158
97448,Grupo_11,36
142241,Grupo_15,80
134108,Grupo_15,69
21772,Grupo_15,35
183504,Grupo_07,144
222105,Grupo_15,25
172024,Grupo_15,70
46412,Grupo_13,263
9912,Grupo_15,206
88485,Grupo_11,117
20298,Grupo_09,1
47607,Grupo_15,166
72442,Grupo_08,73
166125,Grupo_11,84
79272,Grupo_11,149
249842,Grupo_15,18
238194,Grupo_04,71
23995,Grupo_11,280
163518,Grupo_07,40
225204,Grupo_15,49
36639,Grupo_14,235
1538,Grupo_11,260
136825,Grupo_15,48
175785,Grupo_11,60
9442,Grupo_15,124
164242,Grupo_15,85
64799,Grupo_08,81
235551,Grupo_15,32
151000,Grupo_13,120
94712,Grupo_04,164
191790,Grupo_15,18
97081,Grupo_15,130
225200,Grupo_11,80
243051,Grupo_15,37
102582,Grupo_07,179
177522,Grupo_15,141
52665,Grupo_15,15
158778,Grupo_15,124
205782,Grupo_07,48
138282,Grupo_11,80
240437,Grupo_07,74
171654,Grupo_11,74
41382,Grupo_15,24
118978,Grupo_04,131
101448,Grupo_11,251
232252,Grupo_04,80
132786,Grupo_15,82
88272,Grupo_11,239
14584,Grupo_11,65
138635,Grupo_11,191
168543,Grupo_11,98
174364,Grupo_07,129
22708,Grupo_11,295
118681,Grupo_11,144
9125,Grupo_11,131
83807,Grupo_14,237
77895,Grupo_07,108
64305,Grupo_08,79
243781,Grupo_11,73
150100,Grupo_15,175
91435,Grupo_15,93
231090,Grupo_15,62
77612,Grupo_15,104
1255,Grupo_11,78
175572,Grupo_11,96
15272,Grupo_11,43
114308,Grupo_15,90
25842,Grupo_07,223
106855,Grupo_15,166
114941,Grupo_07,214
126597,Grupo_11,131
17625,Grupo_04,1
26469,Grupo_11,291
105285,Grupo_15,119
55471,Grupo_11,190
55765,Grupo_11,242
20505,Grupo_15,48
147471,Grupo_15,32
56595,Grupo_11,153
218956,Grupo_15,40
216795,Grupo_11,18
34122,Grupo_11,25
99409,Grupo_15,125
188805,Grupo_11,56
243800,Grupo_15,35
6708,Grupo_07,131
213272,Grupo_04,51
163212,Grupo_12,31
220173,Grupo_15,16
193734,Grupo_15,33
246285,Grupo_15,85
81985,Grupo_15,156
159273,Grupo_15,18
104818,Grupo_01,191
11918,Grupo_11,257
125671,Grupo_15,219
231742,Grupo_11,98
7771,Grupo_15,223
181625,Grupo_15,72
221068,Grupo_11,72
199311,Grupo_15,101
94818,Grupo_15,155
122878,Grupo_11,193
143126,Grupo_11,162
27994,Grupo_15,145
83512,Grupo_11,313
86084,Grupo_11,110
246038,Grupo_15,57
230608,Grupo_15,70
211212,Grupo_15,98
48898,Grupo_08,18
216404,Grupo_15,53
127472,Grupo_11,204
96984,Grupo_11,155
210782,Grupo_15,93
152237,Grupo_07,15
85148,Grupo_11,147
152822,Grupo_11,45
228084,Grupo_12,52
129848,Grupo_07,147
243818,Grupo_15,63
166617,Grupo_11,88
238605,Grupo_15,31
156648,Grupo_15,45
208235,Grupo_11,104
85395,Grupo_15,219
151605,Grupo_15,54
89335,Grupo_15,157
80518,Grupo_15,168
2290,Grupo_15,43
31022,Grupo_11,201
204047,Grupo_15,33
25972,Grupo_07,197
73167,Grupo_11,251
212408,Grupo_11,67
112107,Grupo_11,125
176765,Grupo_07,3
90499,Grupo_08,201
120451,Grupo_07,100
113372,Grupo_15,98
207525,Grupo_11,40
708,Grupo_08,162
215167,Grupo_15,50
19612,Grupo_15,33
241972,Grupo_11,52
66508,Grupo_07,19
59568,Grupo_15,166
140171,Grupo_11,119
210808,Grupo_15,35
175607,Grupo_11,126
90735,Grupo_11,38
44951,Grupo_08,214
235295,Grupo_15,17
121884,Grupo_07,17
228838,Grupo_15,25
19611,Grupo_07,134
188112,Grupo_15,123
42438,Grupo_11,218
223534,Grupo_11,27
71212,Grupo_15,93
32172,Grupo_12,229
111798,Grupo_07,188
145298,Grupo_07,147
250255,Grupo_11,27
134824,Grupo_15,185
149965,Grupo_15,131
108405,Grupo_11,138
8505,Grupo_11,103
249018,Grupo_15,25
226305,Grupo_11,88
1852,Grupo_15,155
90534,Grupo_07,166
119878,Grupo_11,98
167011,Grupo_15,100
5855,Grupo_07,154
104039,Grupo_13,196
186747,Grupo_15,75
201668,Grupo_15,20
2500,Grupo_07,25
99768,Grupo_07,90
136898,Grupo_15,143
156742,Grupo_11,130
184912,Grupo_15,97
6671,Grupo_11,159
164198,Grupo_15,91
20317,Grupo_11,1
85125,Grupo_15,184
80085,Grupo_11,216
136272,Grupo_08,44
3112,Grupo_07,18
15751,Grupo_07,71
109038,Grupo_09,132
7947,Grupo_11,255
106322,Grupo_11,182
83254,Grupo_11,166
72122,Grupo_11,98
106171,Grupo_07,73
250265,Grupo_15,43
89395,Grupo_09,211
170752,Grupo_15,125
166841,Grupo_07,36
133465,Grupo_15,179
46082,Grupo_07,70
180135,Grupo_15,34
112848,Grupo_11,84
202848,Grupo_15,32
19290,Grupo_07,62
64751,Grupo_11,268
71648,Grupo_07,308
232054,Grupo_15,23
79142,Grupo_07,96
182499,Grupo_15,55
156151,Grupo_15,119
43922,Grupo_09,144
28884,Grupo_15,62
133138,Grupo_11,78
40497,Grupo_11,28
224767,Grupo_15,76
9198,Grupo_15,143
65730,Grupo_13,279
137798,Grupo_11,154
45356,Grupo_09,85
136448,Grupo_11,181
103856,Grupo_09,66
156847,Grupo_14,84
49068,Grupo_11,132
112094,Grupo_15,168
49078,Grupo_11,244
4967,Grupo_11,132
113972,Grupo_11,31
134308,Grupo_11,157
13542,Grupo_07,25
67055,Grupo_15,214
100390,Grupo_07,241
111925,Grupo_13,218
26498,Grupo_15,148
144608,Grupo_15,85
110890,Grupo_07,194
33682,Grupo_14,294
234984,Grupo_15,65
131242,Grupo_07,139
15342,Grupo_11,231
11968,Grupo_07,219
54124,Grupo_07,26
39238,Grupo_10,254
1790,Grupo_15,81
91751,Grupo_15,96
91469,Grupo_11,31
50934,Grupo_15,116
174056,Grupo_15,41
228708,Grupo_15,65
134090,Grupo_11,190
19034,Grupo_15,119
255622,Grupo_15,157
59305,Grupo_11,197
48481,Grupo_11,264
180808,Grupo_15,138
59741,Grupo_13,39
239918,Grupo_15,17
157667,Grupo_15,122
195525,Grupo_15,41
130497,Grupo_11,176
206672,Grupo_12,55
160641,Grupo_15,117
46071,Grupo_11,254
95905,Grupo_07,15
189695,Grupo_15,95
220622,Grupo_07,16
228481,Grupo_15,27
71472,Grupo_07,41
241537,Grupo_11,37
34198,Grupo_07,248
243468,Grupo_15,39
193067,Grupo_15,101
198435,Grupo_15,85
40978,Grupo_11,329
4897,Grupo_07,163
245618,Grupo_15,89
146052,Grupo_15,37
207522,Grupo_11,40
88024,Grupo_11,88
93968,Grupo_15,270
15377,Grupo_15,186
227855,Grupo_07,96
205208,Grupo_15,73
173172,Grupo_15,95
134498,Grupo_13,157
215830,Grupo_11,69
111582,Grupo_15,228
174437,Grupo_15,130
222012,Grupo_15,72
32324,Grupo_07,232
239507,Grupo_15,24
214312,Grupo_15,52
244367,Grupo_15,24
65605,Grupo_15,211
128039,Grupo_11,126
77742,Grupo_09,266
192367,Grupo_15,55
137408,Grupo_15,197
252655,Grupo_07,66
173068,Grupo_04,134
28107,Grupo_11,133
221018,Grupo_11,69
46671,Grupo_15,27
214772,Grupo_11,97
66186,Grupo_11,242
223981,Grupo_12,84
46869,Grupo_11,255
169905,Grupo_07,109
76722,Grupo_04,56
42290,Grupo_09,256
51717,Grupo_07,45
173535,Grupo_15,50
10617,Grupo_08,92
16008,Grupo_14,150
90817,Grupo_07,221
145713,Grupo_07,111
130542,Grupo_04,31
36584,Grupo_11,295
139065,Grupo_14,145
129767,Grupo_15,128
238598,Grupo_15,48
123411,Grupo_13,136
120005,Grupo_11,102
39069,Grupo_07,100
115052,Grupo_15,180
135478,Grupo_11,169
127152,Grupo_15,156
155007,Grupo_07,126
134765,Grupo_11,208
189682,Grupo_15,94
252605,Grupo_08,21
66541,Grupo_07,22
186138,Grupo_15,62
89911,Grupo_09,136
48222,Grupo_11,153
163318,Grupo_15,98
53835,Grupo_11,174
92369,Grupo_08,30
98468,Grupo_07,34
153109,Grupo_09,18
158165,Grupo_13,104
146465,Grupo_11,165
120818,Grupo_11,191
51573,Grupo_11,93
237978,Grupo_15,40
28695,Grupo_07,135
27337,Grupo_07,180
103811,Grupo_15,165
88305,Grupo_15,87
182007,Grupo_15,97
28835,Grupo_04,137
86682,Grupo_07,131
215305,Grupo_15,34
90667,Grupo_14,291
148998,Grupo_11,98
85873,Grupo_11,206
38451,Grupo_04,45
76522,Grupo_11,244
183173,Grupo_11,74
137805,Grupo_15,148
63873,Grupo_14,163
227782,Grupo_15,82
2365,Grupo_07,192
126667,Grupo_15,27
162242,Grupo_07,18
166924,Grupo_11,101
235435,Grupo_15,36
207454,Grupo_15,111
131398,Grupo_13,116
207667,Grupo_13,98
176238,Grupo_11,144
169955,Grupo_15,91
190942,Grupo_07,101
179395,Grupo_11,136
239718,Grupo_14,43
148613,Grupo_11,110
183281,Grupo_11,129
208173,Grupo_11,61
165481,Grupo_15,24
44098,Grupo_07,269
236781,Grupo_12,93
158173,Grupo_14,19
43468,Grupo_15,166
118481,Grupo_11,160
230790,Grupo_15,1
120208,Grupo_09,130
88117,Grupo_15,128
202178,Grupo_15,88
160194,Grupo_15,25
100790,Grupo_12,137
30138,Grupo_11,195
67207,Grupo_08,13
153808,Grupo_15,82
207311,Grupo_15,53
29205,Grupo_11,183
50924,Grupo_11,214
184398,Grupo_07,63
126171,Grupo_07,23
144322,Grupo_15,190
81605,Grupo_11,312
250784,Grupo_15,22
27185,Grupo_07,16
102511,Grupo_15,144
201348,Grupo_11,47
159407,Grupo_11,48
150698,Grupo_15,184
196498,Grupo_15,84
199652,Grupo_15,111
165890,Grupo_07,123
49921,Grupo_15,235
202360,Grupo_11,70
24838,Grupo_11,268
8684,Grupo_07,8
145165,Grupo_11,139
211365,Grupo_15,28
242056,Grupo_15,55
90738,Grupo_06,237
183412,Grupo_08,139
166511,Grupo_11,148
242672,Grupo_15,40
136342,Grupo_09,111
115581,Grupo_11,68
106969,Grupo_11,44
4365,Grupo_07,25
42271,Grupo_11,117
124255,Grupo_11,141
113771,Grupo_15,190
196898,Grupo_15,19
168441,Grupo_11,112
12455,Grupo_14,305
71012,Grupo_07,50
94054,Grupo_15,132
182207,Grupo_11,85
189542,Grupo_15,32
245042,Grupo_15,86
98385,Grupo_11,170
176098,Grupo_15,118
27807,Grupo_11,22
210452,Grupo_15,27
45335,Grupo_11,215
144478,Grupo_15,134
212947,Grupo_11,96
45442,Grupo_15,41
31967,Grupo_11,282
191068,Grupo_07,33
156285,Grupo_15,110
125648,Grupo_07,152
230535,Grupo_07,3
145022,Grupo_07,51
155925,Grupo_15,71
223468,Grupo_15,30
121386,Grupo_15,32
51368,Grupo_15,286
50054,Grupo_15,81
204765,Grupo_08,45
256252,Grupo_15,72
138926,Grupo_07,91
157452,Grupo_15,157
74054,Grupo_15,50
233412,Grupo_14,24
248630,Grupo_11,35
2351,Grupo_07,52
168099,Grupo_15,151
90078,Grupo_15,221
175254,Grupo_14,69
228365,Grupo_15,71
106207,Grupo_14,250
150225,Grupo_11,45
27417,Grupo_15,57
193400,Grupo_15,58
196942,Grupo_08,7
122738,Grupo_11,71
167697,Grupo_15,108
148452,Grupo_15,109
237237,Grupo_15,68
124468,Grupo_11,177
84030,Grupo_14,215
552,Grupo_08,2
40895,Grupo_14,194
240542,Grupo_15,79
243785,Grupo_15,58
180198,Grupo_11,143
47242,Grupo_11,220
133413,Grupo_15,165
101238,Grupo_13,178
135441,Grupo_15,112
119938,Grupo_15,150
59471,Grupo_11,219
105624,Grupo_07,150
251965,Grupo_15,28
182005,Grupo_07,3
205478,Grupo_11,64
219081,Grupo_11,40
211448,Grupo_15,108
60313,Grupo_15,91
15108,Grupo_11,282
146124,Grupo_11,182
102405,Grupo_14,174
68777,Grupo_09,65
155798,Grupo_15,79
27013,Grupo_13,266
164252,Grupo_07,75
10335,Grupo_15,72
114495,Grupo_11,46
88837,Grupo_04,180
142798,Grupo_08,105
162654,Grupo_07,31
55222,Grupo_07,269
125884,Grupo_11,196
127812,Grupo_15,127
170871,Grupo_08,85
26082,Grupo_09,222
32935,Grupo_11,84
13422,Grupo_11,229
71513,Grupo_11,1
100842,Grupo_15,212
217284,Grupo_15,60
25397,Grupo_11,306
240472,Grupo_15,52
75360,Grupo_11,255
134447,Grupo_15,191
157055,Grupo_15,50
174485,Grupo_15,97
186930,Grupo_11,56
93152,Grupo_02,121
184407,Grupo_15,139
128467,Grupo_07,75
196555,Grupo_15,40
17672,Grupo_07,26
139998,Grupo_15,125
21007,Grupo_11,229
205042,Grupo_09,90
12381,Grupo_14,254
20082,Grupo_15,37
34678,Grupo_07,254
100418,Grupo_11,56
165897,Grupo_11,138
71298,Grupo_15,66
196097,Grupo_15,96
58585,Grupo_11,236
35885,Grupo_11,160
84422,Grupo_15,134
126382,Grupo_07,167
143834,Grupo_11,101
45668,Grupo_13,227
229721,Grupo_15,62
111413,Grupo_11,244
94264,Grupo_11,170
23582,Grupo_11,308
20637,Grupo_07,460
15485,Grupo_11,360
223325,Grupo_15,27
118298,Grupo_15,142
224295,Grupo_15,20
172904,Grupo_07,121
125900,Grupo_11,135
128134,Grupo_14,175
167552,Grupo_12,42
149167,Grupo_11,155
109682,Grupo_11,36
207721,Grupo_11,61
256148,Grupo_11,148
88154,Grupo_15,247
188207,Grupo_07,73
50548,Grupo_11,196
228035,Grupo_15,99
114704,Grupo_04,177
249699,Grupo_11,16
53456,Grupo_11,241
138117,Grupo_11,197
209065,Grupo_15,68
228647,Grupo_15,86
69785,Grupo_11,264
10772,Grupo_08,46
222173,Grupo_11,43
13552,Grupo_11,185
162756,Grupo_07,80
38005,Grupo_15,63
133397,Grupo_15,138
139138,Grupo_07,201
143498,Grupo_11,177
248884,Grupo_15,34
169435,Grupo_11,63
70067,Grupo_07,191
7208,Grupo_11,172
40871,Grupo_15,162
27938,Grupo_11,117
184054,Grupo_11,79
180311,Grupo_14,76
54065,Grupo_07,56
155909,Grupo_11,173
241921,Grupo_15,30
136498,Grupo_11,162
202069,Grupo_15,69
240308,Grupo_15,38
108525,Grupo_08,243
147024,Grupo_15,37
147895,Grupo_15,162
191439,Grupo_15,28
8104,Grupo_07,122
112495,Grupo_04,17
165518,Grupo_15,146
224965,Grupo_15,49
11437,Grupo_07,31
247608,Grupo_15,34
43525,Grupo_15,236
235037,Grupo_15,62
4482,Grupo_12,54
248095,Grupo_15,32
83556,Grupo_11,303
219517,Grupo_14,21
123685,Grupo_15,194
83784,Grupo_15,182
233248,Grupo_11,60
21218,Grupo_11,239
209935,Grupo_15,96
115864,Grupo_11,132
105230,Grupo_11,148
112504,Grupo_11,155
59030,Grupo_15,197
138364,Grupo_15,20
73890,Grupo_15,69
88238,Grupo_11,75
13113,Grupo_04,154
207052,Grupo_15,70
190497,Grupo_11,35
89818,Grupo_07,51
157184,Grupo_15,168
67185,Grupo_15,166
78947,Grupo_15,54
122972,Grupo_15,108
196424,Grupo_12,21
74185,Grupo_11,209
209185,Grupo_11,77
96797,Grupo_11,49
215298,Grupo_15,81
171008,Grupo_15,102
255821,Grupo_15,215
75565,Grupo_07,1
1171,Grupo_15,45
755,Grupo_11,104
32213,Grupo_11,269
210948,Grupo_07,75
120664,Grupo_15,60
161152,Grupo_11,62
238582,Grupo_12,67
144652,Grupo_11,125
34711,Grupo_07,98
83738,Grupo_14,246
128721,Grupo_15,42
95484,Grupo_15,106
135525,Grupo_08,167
15484,Grupo_11,80
199325,Grupo_15,105
71672,Grupo_13,150
46555,Grupo_15,191
9312,Grupo_07,40
235355,Grupo_15,54
255685,Grupo_15,67
160826,Grupo_15,76
183168,Grupo_11,85
43241,Grupo_07,147
238924,Grupo_15,24
49585,Grupo_07,136
170825,Grupo_11,69
155572,Grupo_11,138
113384,Grupo_11,163
32252,Grupo_07,79
205524,Grupo_15,17
39495,Grupo_07,233
159347,Grupo_15,157
194139,Grupo_11,87
8012,Grupo_07,123
250868,Grupo_15,47
24630,Grupo_11,161
100912,Grupo_15,39
37308,Grupo_11,293
187647,Grupo_11,87
223018,Grupo_15,45
23922,Grupo_15,82
45408,Grupo_15,275
44508,Grupo_11,199
58204,Grupo_15,76
119660,Grupo_11,176
226708,Grupo_15,61
37471,Grupo_11,120
48624,Grupo_09,25
23148,Grupo_09,80
138824,Grupo_15,102
52642,Grupo_11,279
239025,Grupo_11,22
116168,Grupo_07,142
4141,Grupo_15,27
251484,Grupo_07,12
250998,Grupo_15,37
217577,Grupo_15,37
